id_unique,id_radical,version,categorie,recto,verso,date_creation
q_166.1,q_166,1,Analytics Method,Qu'est-ce que la granularité d'une table ?,"La granularité c'est le niveau de détail (combinaison de colonnes) qui identifie une ligne unique, même sans clé primaire. '1 ligne par ...'",25/03/2026
q_167.1,q_167,1,Analytics Method,Pourquoi faut-il absolument éviter les jointures N-N ?,Elles créent une 'explosion de lignes' (fan-out : multiplication de granularité) et faussent totalement les agrégations (SUM).,25/03/2026
q_168.1,q_168,1,Analytics Method,C'est quoi un KPI - S.M.A.R.T. ?,"Spécifique, Mesurable, Atteignable, Réaliste, Temporellement défini.",25/03/2026
q_169.1,q_169,1,Analytics Method,Différence entre Star Schema et Snowflake Schema ?,Star : Tables de dimensions jointes directement aux faits (simple). Snowflake : Dimensions normalisées (plus complexe).,25/03/2026
q_170.1,q_170,1,Analytics Method,Pourquoi le cadrage prend-il 50% du temps ?,Parce qu'il vaut mieux une réponse approximative à la bonne question qu'une réponse parfaite à la mauvaise question.,25/03/2026
q_171.1,q_171,1,Analytics Method,Modélisation Top-Down vs Bottom-Up ?,Top-Down : Partir des tables brutes et aller vers les tables pour les besoins metiers // Bottom-Up : Partir de la table finale revée et remonter dans les tables intermédiaires jusqu'au données brutes,25/03/2026
q_172.1,q_172,1,Analytics Method,Quel est l'objectif principal de la documentation des modèles dans un projet (dbt) ?,Permettre aux utilisateurs de trouver leurs réponses en autonomie et faciliter l'intégration (onboarding) des nouveaux membres de l'équipe.,25/03/2026
q_173.1,q_173,1,Analytics Method,"Compare la table et la view sur trois critères suivant : Stockage, Performance et Fraîcheur.",1. Table : Stockage (+) / Performance lecture (+++) / Fraîcheur (Limitée au dernier run). 2. View : Stockage (Négligeable) / Performance lecture (+) / Fraîcheur (Temps réel).,25/03/2026
q_174.1,q_174,1,Analytics Method,"Dans la modélisation de données, quel est l'ordre logique de transformation ?",Sources (Brutes) ➔ Staging (Vues) [➔ Intermediate (Vues)] ➔ Marts (Tables) ➔ Reporting (Vues métiers).,25/03/2026
q_175.1,q_175,1,Analytics Method,Quels sont les 3 axes majeurs à suivre pour améliorer un code SQL (Factorisation et Lisibilité) selon le principe DRY ?,"1. Lisibilité : Standardiser la forme (Indentation, MAJUSCULES pour le SQL, alias explicites). 2. Anti-Redondance : Centraliser les calculs et jointures répétées. 3. Réutilisabilité : Appliquer la règle d'une seule CTE par concept.",25/03/2026
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
q_181.1,q_181,1,Data Platform,ETL vs ELT ?,"ETL : Extraction - Transformation - Load : C'est plutôt l'ancien pipeline. ELT : Chargement brut puis transformation dans le DW (plus moderne/dbt), +disponibilité : pas limité par le frein du process ETL en amont, +rentable car moins de cout infrastructure de ETL, +flexibilité car la transformation peut devenir itératif .",25/03/2026
q_182.1,q_182,1,Data Platform,Qu'est-ce qu'un Data Warehouse ?,"Un entrepôt de données structurées et optimisées pour l'analyse (ex: Snowflake, BigQuery, Redshift).",25/03/2026
q_183.1,q_183,1,Data Platform,Data Lake vs Data Warehouse ?,Lake : Stockage brut (fichiers) plutôt pour le ML. D.Warehouse : Stockage structuré (tables SQL).,25/03/2026
q_184.1,q_184,1,Data Platform,Qu'est-ce que la CI/CD pour la data ?,Continious Integration /Continious Delivery (FR: déploiement) : L'automatisation des tests et du déploiement à chaque modification du code SQL. Cela vient des bonnes pratiques DevOps en developpement logiciel,25/03/2026
q_185.1,q_185,1,Data Platform,C'est quoi Airflow?,"Un framework Python utilisé par les Data Engineer pour orchestrer, planifier et surveiller des pipelines de données (workflows complet de l'ingestion à la BI).",25/03/2026
q_186.1,q_186,1,Data Platform,Qu'est-ce que le 'Data Lineage' ?,"Le traçage du chemin de la donnée, de sa source brute jusqu'au dashboard final.",25/03/2026
q_187.1,q_187,1,Data Platform,Cite 2 raisons d'utiliser des environnements (schémas) séparés (Dev/Prod),1// Pour tester de nouvelles transformations sans risquer d'altérer ou de supprimer les données utilisées par les rapports officiels de l'entreprise 2// travailler en parrallèle sans écraser le travail des autres .,25/03/2026
q_188.1,q_188,1,Data Platform,Quel est le processus standard pour faire passer un changement du mode 'Dev' à la branche 'Main' ?,"Créer une Pull Request (PR), faire relire le code par un pair (Peer Review), et valider les tests de données avant la fusion (merge).",25/03/2026
q_189.1,q_189,1,Data Platform,Table vs Vue : Quelles sont les différences majeures ?,"Table : Stockée les données physiquement (analyse performante et robuste, mais données moins fraiche) => C'est un objet physique. Vue : Calculée à chaque appel (fraîche mais plus lente) Elle stoke une requete SQL, c'est un objet logique.",25/03/2026
q_190.1,q_190,1,Data Platform,Pourquoi dénormalise-t-on les données dans la couche finale (Marts) d'un pipeline ?,Pour simplifier l'accès aux données pour les utilisateurs métiers (pas de jointures complexes à faire) et accélérer l'affichage des rapports. Une 'Wide Table',25/03/2026
q_191.1,q_191,1,Data Platform,C'est quoi le  JSON ?,Format texte léger pour échanger des données. Organisation basée sur des paires 'Clé : Valeur'. Les données sont stockées entre accolades {} pour les objets et crochets [] pour les listes (arrays).,25/03/2026
q_192.1,q_192,1,Data Platform,C'est quoi un Framework,"Ensemble d'outils et de bibliothèques qui impose une structure de code pour garantir la rapidité, la sécurité et la maintenabilité du développement.",25/03/2026
q_193.1,q_193,1,Data Platform,C'est quoi une API,Une API (application programming interface) est une interface logicielle qui permet de « connecter » un logiciel ou un service à un autre logiciel ou service afin d'échanger des données et des fonctionnalités..,25/03/2026
q_194.1,q_194,1,Data Platform,Qu'est-ce qu'un Semantic Layer ? ,Une couche qui définit les métriques métier (ex: Chiffre d'Affaires) de manière centrale pour qu'elles soient identiques dans tous les outils de BI. Il garantit une 'Source Unique de Vérité',25/03/2026
q_195.1,q_195,1,Data Platform,À quoi sert un outil comme Airbyte dans une architecture de données ?,"À extraire les données de sources variées (APIs, bases de données) et à les charger dans un entrepôt (Data Warehouse). C'est l'étape EL (Extract & Load).",25/03/2026
q_196.1,q_196,1,Data Platform,Comment requêter une table partitionnée par date ?,Toujours inclure un filtre WHERE sur la colonne de partition (ex: WHERE date_commande > '2024-01-01') pour éviter de scanner toute la table. Pratique pour accélérer les requêtes et réduire les coûts de lecture dans les grandes tables,25/03/2026
q_197.1,q_197,1,Data Platform,"Que fait le SQL INSERT INTO table VALUES ('A', 'B') ?",Elle ajoute une nouvelle ligne de données dans la table spécifiée.,25/03/2026
q_198.1,q_198,1,Data Platform,Que fait le SQL DROP TABLE nom_table ?,Elle supprime définitivement la table ainsi que toutes les données qu'elle contient.,25/03/2026
